,Region,Time To First Spike,Change Modulation Active,Change Modulation Passive,Change Modulation Hit,Change Modulation Miss,Pre-change Response Active,Pre-change Response Passive,Change Response Active,Change Response Passive,Baseline Rate Active,Baseline Rate Passive
0,LGd,68.53025856526074,-0.21220718717266512,0.2783350683783155,-0.20195871808963795,0.20143062981601925,-1.6167546743690855,0.12112438005125499,0.008818582301466704,1.0802909026986593,6.277085482979071,3.1993565995102307
1,LGd,82.75767678651391,0.42413529320968846,0.29344845509021983,0.4195439529149918,0.13079346773535433,0.30086091597803594,3.9019415743838293,0.6471285535189645,6.2173712619433905,0.8683480631128756,6.366016657158032
2,LGd,60.02128771456228,0.04759936101371028,-0.08543483201565322,0.16850095849406105,-0.2475133487995236,4.202352598737619,2.3472106319834767,4.898544202467334,3.007157551928871,8.618800122812868,9.87477957308798
3,LGd,69.47198997227133,0.4059435025393431,0.3564425376134039,0.4137309188379551,0.4316117596644352,1.0908782533004444,-0.35888654220819693,5.700902178401693,2.59215873371745,7.883468625266737,9.960546975754747
4,LGd,84.65090831282396,0.16691692763431867,0.002988430848975765,0.16062675807348867,0.1318867663352022,0.48990808693139304,-1.837016028113886,1.2588707917489013,1.2577157370238377,4.615578764077734,6.933020880848608
5,LGd,56.270473098607,0.08449516330650482,-0.039875407372469585,-0.18796525309991485,0.05419975903786661,-0.603516372914348,1.5498933631091592,0.7400483654396648,2.730767951528821,13.374397889102926,4.996187641645514
6,LGd,44.77176796626736,0.17169746409594974,0.25300352620355243,0.1919130740251021,0.2350712274349927,4.750192775402611,3.5953457784700062,5.775141229222157,5.627652051160841,13.955062935877471,13.103945326552862
7,LGd,82.99468962172796,0.3235833413491994,0.2291284523398167,0.2449906291390447,0.178954966851177,0.1983741245902075,0.08759081974165583,0.5212659033142341,0.9905191937195963,0.76489414049635,2.865832996169672
8,LGd,63.475965001885015,0.058643210229110565,0.2261079951218,0.14689105198999503,0.06970187066771177,-2.591567044238462,-0.9914266662668539,-0.29415294683873094,-0.22170227888358252,13.724626803353939,13.28870847229555
9,LGd,53.98578626034123,0.18462814800185123,0.0677588845169101,0.08077661673870232,0.1088158694794952,-0.7120852105856496,-0.705414237634312,2.6392964339372997,1.218343566299481,11.106749801677916,6.041029180881069
10,LGd,56.2585197185399,0.07914629091921821,-0.04084005625784613,0.19803856407318676,0.17013789798986143,-1.0355186930341085,0.5414928186074821,0.8171591598876684,0.5942110507108176,15.032354357388506,11.994631956964058
11,LGd,46.38325652149433,-0.17077209465319312,0.201822278796438,0.1768092672608603,-0.3429683858858122,-2.5543104625029187,-0.5110924278026325,-2.9415847489211737,-0.7014561291884555,18.660032132174056,6.772138064018283
12,LGd,64.27487285941424,0.3760123180127155,0.0028412891863979634,0.3179272540759648,0.2986150507944057,-0.12131704715346102,1.6955372398362627,-0.46226273408862206,1.2337205240947116,4.167958097054161,11.14788028747724
13,LGd,42.89813843394086,0.02923136310277971,0.1977212660416674,0.0031083792141789928,0.1897827679928585,3.6498763216092724,1.6646549360059764,5.281306337317115,3.3040091070954603,11.196272210465862,7.843389297335304
