ecephys_unit_id,cortical_depth,cortical_layer
915956271,0.0,0
915956287,0.0,0
915956293,0.0,0
915956282,0.0,0
915956340,0.0,0
915956345,0.0,0
915956349,0.0,0
915956356,0.0,0
915956363,0.0,0
915956368,0.0,0
915956372,0.0,0
915956298,0.0,0
915956304,0.0,0
915956312,0.0,0
915956319,0.0,0
915956324,0.0,0
915956330,0.0,0
915956334,0.0,0
915958610,0.0,0
915956376,0.0,0
915956380,0.0,0
915956385,0.0,0
915956390,0.0,0
915956397,0.0,0
915956402,0.0,0
915956407,0.0,0
915956413,0.0,0
915956417,0.0,0
915956421,0.0,0
915956425,0.0,0
915956430,0.0,0
915956438,0.0,0
915956442,0.0,0
915956449,0.0,0
915956455,0.0,0
915956461,0.0,0
915956489,0.0,0
915958616,0.0,0
915958622,0.0,0
915956465,0.0,0
915956471,0.0,0
915956477,0.0,0
915956483,0.0,0
915956496,0.0,0
915956608,0.0,0
915956614,0.0,0
915956620,0.0,0
915956625,0.0,0
915956631,0.0,0
915956637,0.0,0
915956502,0.0,0
915956508,0.0,0
915956513,0.0,0
915956518,0.0,0
915956524,0.0,0
915956532,0.0,0
915956539,0.0,0
915956544,0.0,0
915956549,0.0,0
915956555,0.0,0
915956560,0.0,0
915956565,0.0,0
915956572,0.0,0
915956577,0.0,0
915956582,0.0,0
915956587,0.0,0
915956592,0.0,0
915958628,0.0,0
915956597,0.0,0
915956642,0.0,0
915956603,0.0,0
915956646,0.0,0
915956651,0.0,0
915956656,0.0,0
915956688,0.0,0
915956662,0.0,0
915956668,0.0,0
915956674,0.0,0
915956679,0.0,0
915956683,0.0,0
915956691,0.0,0
915956697,0.0,0
915956703,0.0,0
915956728,0.0,0
915956708,0.0,0
915956713,0.0,0
915956718,0.0,0
915958634,0.0,0
915958640,0.0,0
915956724,0.0,0
915956733,0.0,0
915956737,0.0,0
915956757,0.0,0
915956761,0.0,0
915956766,0.0,0
915956770,0.0,0
915956775,0.0,0
915956779,0.0,0
915956796,0.0,0
915958647,0.0,0
915958654,0.0,0
915958658,0.0,0
915956742,0.0,0
915956747,0.0,0
915956752,0.0,0
915956784,0.0,0
915956789,0.0,0
915956799,0.0,0
915956803,0.0,0
915956808,0.0,0
915956812,0.0,0
915956818,0.0,0
915956823,0.0,0
915956827,0.0,0
915956832,0.0,0
915956839,0.0,0
915956843,0.0,0
915956848,0.0,0
915956852,0.0,0
915956858,0.0,0
915956863,0.0,0
915956868,0.0,0
915956874,0.0,0
915956879,0.0,0
915956889,0.0,0
915956899,0.0,0
915956979,0.0,0
915956985,0.0,0
915956991,0.0,0
915958663,0.0,0
915958669,0.0,0
915958674,0.0,0
915958680,0.0,0
915958686,0.0,0
915958906,0.0,0
915956916,0.0,0
915956921,0.0,0
915956926,0.0,0
915956937,0.0,0
915956942,0.0,0
915956948,0.0,0
915956952,0.0,0
915956958,0.0,0
915956963,0.0,0
915956973,0.0,0
915956998,0.0,0
915957003,0.0,0
915957008,0.0,0
915957014,0.0,0
915957034,0.0,0
915957028,0.0,0
915957150,0.0,0
915957051,0.0,0
915957058,0.0,0
915957074,0.0,0
915957046,0.0,0
915957063,0.0,0
915957069,0.0,0
915957079,0.0,0
915957095,0.0,0
915958690,0.0,0
915957084,0.0,0
915957090,0.0,0
915957122,0.0,0
915957127,0.0,0
915957131,0.0,0
915957139,0.0,0
915957144,0.0,0
915957160,0.0,0
915957174,0.0,0
915958322,0.0,0
915957170,0.0,0
915957180,0.0,0
915957185,0.0,0
915957190,0.0,0
915957195,0.0,0
915957201,0.0,0
915957211,0.0,0
915957216,0.0,0
915957222,0.0,0
915957247,0.0,0
915957252,0.0,0
915957408,0.0,0
915957420,0.0,0
915957425,0.0,0
915958912,0.0,0
915957258,0.0,0
915957283,0.0,0
915957288,0.0,0
915957293,0.0,0
915957305,0.0,0
915957309,0.0,0
915957315,0.0,0
915958710,0.0,0
915957298,0.0,0
915957431,0.0,0
915957452,0.0,0
915957536,0.0,0
915957543,0.0,0
915957547,0.0,0
915957552,0.0,0
915957557,0.0,0
915957563,0.0,0
915957569,0.0,0
915957575,0.0,0
915957581,0.0,0
915957586,0.0,0
915957592,0.0,0
915957598,0.0,0
915957665,0.0,0
915957723,0.0,0
915958699,0.0,0
915958703,0.0,0
915957302,0.0,0
915957447,0.0,0
915957478,0.0,0
915957483,0.0,0
915957488,0.0,0
915957494,0.0,0
915957498,0.0,0
915957503,0.0,0
915957510,0.0,0
915957514,0.0,0
915957520,0.0,0
915957525,0.0,0
915957532,0.0,0
915958751,0.0,0
915958756,0.0,0
915958762,0.0,0
915958767,0.0,0
915958962,0.0,0
915958981,0.0,0
915957320,0.0,0
915957330,0.0,0
915957340,0.0,0
915957345,0.0,0
915957325,0.0,0
915957334,0.0,0
915957436,0.0,0
915957442,0.0,0
915957457,0.0,0
915957463,0.0,0
915958730,0.0,0
915957351,0.0,0
915957355,0.0,0
915957361,0.0,0
915957366,0.0,0
915957372,0.0,0
915958725,0.0,0
915957377,0.0,0
915957382,0.0,0
915958957,0.0,0
915957388,0.0,0
915957398,0.0,0
915957402,0.0,0
915957603,0.0,0
915957608,0.0,0
915957613,0.0,0
915957618,0.0,0
915957628,0.0,0
915958715,0.0,0
915958721,0.0,0
915958772,0.0,0
915958778,0.0,0
915958783,0.0,0
915958792,0.0,0
915958798,0.0,0
915958918,0.0,0
915958922,0.0,0
915958952,0.0,0
915958988,0.0,0
915958997,0.0,0
915957393,0.0,0
915958735,0.0,0
915957414,0.0,0
915957468,0.0,0
915957474,0.0,0
915958741,0.0,0
915958746,0.0,0
915957623,0.0,0
915957632,0.0,0
915957636,0.0,0
915957642,0.0,0
915957646,0.0,0
915958787,0.0,0
915958967,0.0,0
915957651,0.0,0
915957655,0.0,0
915957671,0.0,0
915957676,0.0,0
915957685,0.0,0
915957691,0.0,0
915957699,0.0,0
915957704,0.0,0
915957708,0.0,0
915957713,0.0,0
915957728,0.0,0
915957731,0.0,0
915957753,0.0,0
915957736,0.0,0
915957739,0.0,0
915957744,0.0,0
915957748,0.0,0
915957763,0.0,0
915957769,0.0,0
915957775,0.0,0
915957782,0.0,0
915957788,0.0,0
915957794,0.0,0
915957801,0.0,0
915957807,0.0,0
915957814,0.0,0
915957820,0.0,0
915957827,0.0,0
915957834,0.0,0
915957857,0.0,0
915958802,0.0,0
915958927,0.0,0
915958992,0.0,0
915957864,0.0,0
915957883,0.0,0
915957872,0.0,0
915957876,0.0,0
915957891,0.0,0
915957896,0.0,0
915957901,0.0,0
915957906,0.0,0
915957911,0.0,0
915957916,0.0,0
915957921,0.0,0
915957926,0.0,0
915957931,0.0,0
915957971,0.0,0
915958808,0.0,0
